Company;Position;Requirement;Description;Quota;Available;Address;
PT Data Impian Bangsa;Full Stack Developer;- Have a basic understanding of relevant software engineering and computer science-related concepts.  - Interested in exploring, learning, and implementing new technologies, programming languages, and concepts.  - Continually grow both professionally and personally through various learning and development opportunities.;- Build reusable code and libraries for future use  - Delivering a complete back-end or front-end application  - Creating self-contained, reusable, and testable modules and components.  - Work in team with products and designers for UI/UX.  - Proficient in using Java/React.js/Next.js;2;2;Jl. Kapten Tendean No.20C, RT.4/RW.3, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710, KUNINGAN BARAT, MAMPANG PRAPATAN, JAKARTA SELATAN, DKI JAKARTA 12710;
PT Data Impian Bangsa;Data Engineer;- Experience of SQL Server, MySQL, Postgress, NoSQL.  - Having knowledge On Big Data technologies (Hadoop, Spark, Apache).  - Have experience with data modeling and building data marts.  - Have experience using javascript.  - Able to work on-site;Job desc:  - Responsible for building and maintaining our end-to-end data pipelines from various data sources.  - Designing, developing, and maintaining our Data Warehouse  - Develop or Maintaining ETL Process from multiple sources.  - Analyze and Organize raw data  - Ensure Data Quality and Data Integrity    Qualifications:  - Experience of SQL Server, MySQL, Postgress, NoSQL.  - Having knowledge On Big Data technologies (Hadoop, Spark, Apache).  - Hands on experience with data modeling and building data marts.  - Hands On using javascript.  - Able to work hybrid;1;1;Jl. Kapten Tendean No.20C, RT.4/RW.3, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710, KUNINGAN BARAT, MAMPANG PRAPATAN, JAKARTA SELATAN, DKI JAKARTA 12710;
PT Data Impian Bangsa;IT Support;Qualifications:  - Proficiency in PHP, Database MySql & Sql Server  - Strong verbal and written communication  - Experience with support desk / Database is a plus  - Excellent analytical skill and team player  - Good network infrastructure knowledge is an advantage;Job Description  - Provide helpdesk services to our customers  - Manage and progress customers support emails and calls  - Document problems and activity and solution for each case  - Communicate the status of issues and escalate to appropriate team members  - Process of work with customers and team to investigate, test and develop solutions and workarounds to resolve customer issues / requests.  - Perform in-depth analysis of application user issues to determine causes and solutions;3;3;Jl. Kapten Tendean No.20C, RT.4/RW.3, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710, KUNINGAN BARAT, MAMPANG PRAPATAN, JAKARTA SELATAN, DKI JAKARTA 12710;
PT Data Impian Bangsa;Systems Analyst;- Currently enrolled in college or university as Information System or Computer Science students  - Required skill: MySQL  - Experience in designing database and writing software requirement specification  - Experience in capturing requirement and understanding business process  - Up to date with the newest technology.;- Ability to develop a clear and detailed plan in IDS Product  - Able to deal product features with clients & teams  - Able to work multi-task • Creating & improving business prossess  - Gather, analyze and document the business requirements into functional requirements  - Conduct gap analysis between business requirement and system behavior  - Assists UAT  - Conduct training for clients;2;2;Jl. Kapten Tendean No.20C, RT.4/RW.3, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710, KUNINGAN BARAT, MAMPANG PRAPATAN, JAKARTA SELATAN, DKI JAKARTA 12710;
PT Data Impian Bangsa;Development and Operations (DevOps) Engineer;• Studying in Computer Science or related fields, or equivalent professional experience   • Strong understanding of Operating System ( Linux ) • Understand the basic of Security Best Practices   • Solid understanding of DevOps Philosophy, Agile Methods, and Infrastructure as Code   • Humble ,zero egos, and excellent collaborative spirit. We are all here to learn together and grow together as a team   • You have good problem-solving skills and attention to detail  • Experience in Monitoring Tools   • Experience in using Versioning Control tools;• Optimizing Infrastructure Automation thru repetitive refactors and Infra Architecture Review   • Deploying, automating, maintaining, building and managing On-Prem and Cloud-based production systems.   • Manage infrastructure use CI/CD process and automation tools   • Research, design new technology update within Information Technology related to DevOps tools, technology, automation, implementation, improvement, culture and collaborate with all parties to optimize the implementation with least cost and high impact principle   • Develop end to end Site Reliability Engineering to analyze, code, develop. Improve SLI (Service Level Indicator), SLO (Service Level Objective), SLA (Service Level Agreement) to improve performance application with business user   • Design and builds automation tools and critical infrastructures that support the business’s site/software/application platforms for development, testing, and production environments.   • Coordinate with Developer, Infra, Security, Partner, Technology owner and Operations teams to improve automation of workflows, infrastructure, code testing and deployment.   • Managing business’s application/software by ensuring standard compliance, security baseline, procedures and promotes their evolution alongside the business’s systems   • Develop, code and control Cloud Management for AWS/GCP etc. that able to deploy dynamically scalable, available, fault-tolerant, and reliable applications on the Cloud;2;2;Jl. Kapten Tendean No.20C, RT.4/RW.3, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710, KUNINGAN BARAT, MAMPANG PRAPATAN, JAKARTA SELATAN, DKI JAKARTA 12710;
PT Data Impian Bangsa;Development and Operations (DevOps) Engineer;• Studying in Computer Science or related fields, or equivalent professional experience   • Strong understanding of Operating System ( Linux ) • Understand the basic of Security Best Practices   • Solid understanding of DevOps Philosophy, Agile Methods, and Infrastructure as Code   • Humble ,zero egos, and excellent collaborative spirit. We are all here to learn together and grow together as a team   • You have good problem-solving skills and attention to detail  • Experience in Monitoring Tools   • Experience in using Versioning Control tools;• Optimizing Infrastructure Automation thru repetitive refactors and Infra Architecture Review   • Deploying, automating, maintaining, building and managing On-Prem and Cloud-based production systems.   • Manage infrastructure use CI/CD process and automation tools   • Research, design new technology update within Information Technology related to DevOps tools, technology, automation, implementation, improvement, culture and collaborate with all parties to optimize the implementation with least cost and high impact principle   • Develop end to end Site Reliability Engineering to analyze, code, develop. Improve SLI (Service Level Indicator), SLO (Service Level Objective), SLA (Service Level Agreement) to improve performance application with business user   • Design and builds automation tools and critical infrastructures that support the business’s site/software/application platforms for development, testing, and production environments.   • Coordinate with Developer, Infra, Security, Partner, Technology owner and Operations teams to improve automation of workflows, infrastructure, code testing and deployment.   • Managing business’s application/software by ensuring standard compliance, security baseline, procedures and promotes their evolution alongside the business’s systems   • Develop, code and control Cloud Management for AWS/GCP etc. that able to deploy dynamically scalable, available, fault-tolerant, and reliable applications on the Cloud;2;2;Jl. Kapten Tendean No.20C, RT.4/RW.3, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710, KUNINGAN BARAT, MAMPANG PRAPATAN, JAKARTA SELATAN, DKI JAKARTA 12710;
PT Data Impian Bangsa;Development and Operations (DevOps) Engineer;• Strong understanding of Operating System ( Linux )  • Understand the basic of Security Best Practices  • Solid understanding of DevOps Philosophy, Agile Methods, and Infrastructure as Code  • Humble ,zero egos, and excellent collaborative spirit. We are all here to learn together and grow together as a team  • You have good problem-solving skills and attention to detail  • Experience in Monitoring Tools  • Experience in using Versioning Control tools;• Optimizing Infrastructure Automation thru repetitive refactors and Infra Architecture Review  • Deploying, automating, maintaining, building and managing On-Prem and Cloud-based production systems.  • Manage infrastructure use CI/CD process and automation tools  • Research, design new technology update within Information Technology related to DevOps tools, technology, automation, implementation, improvement, culture and collaborate with all parties to optimize the implementation with least cost and high impact principle  • Develop end to end Site Reliability Engineering to analyze, code, develop. Improve SLI (Service Level Indicator), SLO (Service Level Objective), SLA (Service Level Agreement) to improve performance application with business user  • Design and builds automation tools and critical infrastructures that support the business’s site/software/application platforms for development, testing, and production environments.  • Coordinate with Developer, Infra, Security, Partner, Technology owner and Operations teams to improve automation of workflows, infrastructure, code testing and deployment.  • Managing business’s application/software by ensuring standard compliance, security baseline, procedures and promotes their evolution alongside the business’s systems  • Develop, code and control Cloud Management for AWS/GCP etc. that able to deploy dynamically scalable, available, fault-tolerant, and reliable applications on the Cloud;2;2;Jl. Kapten Tendean No.20C, RT.4/RW.3, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710, KUNINGAN BARAT, MAMPANG PRAPATAN, JAKARTA SELATAN, DKI JAKARTA 12710;
PT Data Impian Bangsa;Back End Developer;- Have a basic understanding of relevant software engineering and computer science-related concepts.  - Interested in exploring, learning, and implementing new technologies, programming languages, and concepts.  - Continually grow both professionally and personally through various learning and development opportunities.;- Work on high impact projects, backend system and/or our internal tooling  - Learn to deliver requested application on time on scope;5;5;Jl. Kapten Tendean No.20C, RT.4/RW.3, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710, KUNINGAN BARAT, MAMPANG PRAPATAN, JAKARTA SELATAN, DKI JAKARTA 12710;
BPK PENABUR Jakarta;Mobile Programmer;minimal IPK 3.00;1. Develop aplikasi mobile untuk Android  2. Develop aplikasi mobile untuk Apple  3. Develop aplikasi web (php ataupun framework)  4. Mengerti konsep database (SQL/ mySQL);2;2;Jl Pangeran Diponegoro No.78 RT 02 RW 06 Kec Senen Jakarta Pusat;
BPK PENABUR Jakarta;Full Stack Developer;Minimal IPK 3.00;1. Develop aplikasi mobile untuk Android  2. Develop aplikasi mobile untuk Apple  3. Develop aplikasi web (php ataupun framework)  4. Mengerti konsep database (SQL/ mySQL);4;4;Jl Pangeran Diponegoro No.78 RT 02 RW 06 Kec Senen Jakarta Pusat;
PT Sistema Datapilar;IT Support;Qualification :      - Solid analytical and problem solving skills       - Keen attention to detail and ability to think comprehensively       - Excellent communication and interpersonal skill       - Ability to adapt in a fast-paced environment with strong commitment for learning      - Proficient in   English language both Written and Verbal      - Have  experience in Relational Database System (Ms SQL, MySQL, Oracle, PostgreSQL, etc)      - Good understanding of Relational Database System (MsSQL, MySQL, Oracle, PostgreSQL, etc)      - Good understanding Network infrastructure configuration (Mikrotik, Cisco, etc)      - Experienced in configuration of cloud-based server and services      - Experienced in installation and troubleshooting of Windows and Linux Operating System      - Having experience in Docker or other Containerization system is a plus      - Having experience in Software development is a plus  ;Job Description :      - Responsibility to learn, understand and implement solution which our company offers to our clients      - Responsibility to log, monitor, analyze, and troubleshoot any technical issue      - Responsibility to report any assigned projects, activities, or tasks to higher management    Benefits :      - Culture and environment that cares about personal growth       - Opportunity to became full time employee;2;2;Menara Batavia 22nd Floor, JL. Kyai Haji Mas Mansyur Kav 126, Jakarta, 10220, Karet Tengsin, Tanah Abang, Central Jakarta City, Jakarta 10250;
